property_id,lat,lng,addr_street,price,property_type,year,bedrooms,bathrooms,parking_space,distance_to_sc,shopping_center_id,train_station_id,distance_to_train_station,hospital_id,distance_to_hospital,distance_to_supermarket,supermarket_id,suburb,travel_min_to_CBD,transfer_flag
94173,-38.074386,145.135247,26 Canberra Street,11004000,house,2016,2,1,1,5409,SC_070,19858,1429,hospital_043,6801.627,2827.252,S_077,CARRUM,39,0
29016,-37.800076000000004,144.99813899999998,384 Johnston Street,6650000,house,2010,2,1,3,3196,SC_068,19975,419,hospital_134,1191.828,914.258,S_076,ABBOTSFORD,11,0
48390,-37.81072235,145.0171661,4 Blythswood Court,29250000,house,2009,5,3,2,2235,SC_083,19905,1197,hospital_032,543.178,1595.963,S_039,KEW,19,0
14487,-37.760381,144.898138,45 Vida Street,13520000,house,2015,4,2,2,1540,SC_085,20037,2049,hospital_068,1590.131,1531.191,S_049,ABERFELDIE,21,0
94660,-37.90842819,145.0253296,114 Thomas Street,4005000,house,2008,3,1,2,3183,SC_046,19940,1454,hospital_126,973.882,2124.039,S_107,BRIGHTON EAST,36,0
4276,-37.845628999999995,144.870868,22 Monmouth Street,10290000,house,2014,2,1,3,3191,SC_033,19994,1442,hospital_141,2763.336,2874.035,S_056,NEWPORT,21,0
17540,-37.706433000000004,144.932098,62 Glenroy Road,4560000,house,2011,3,1,1,3103,SC_030,20033,1577,hospital_184,4441.235,741.32,S_004,GLENROY,31,0
51437,-37.780498,145.134458,45 Board Street,13720000,house,2014,4,2,2,1118,SC_091,19897,3744,hospital_194,2239.798,1306.86,S_188,DONCASTER,35,0
20735,-37.76213837,144.9637146,2 New Street,6050000,house,2009,3,1,1,3103,SC_030,19967,347,hospital_011,916.212,811.5,S_074,BRUNSWICK,23,0
53070,-37.82683182,144.9944,33 White Street,4590000,house,2008,3,2,0,1677,SC_024,19907,299,hospital_146,843.779,1576.46,S_076,CREMORNE,6,0
66046,-37.791484000000004,145.31174,23 Highland Crescent,3879000,house,2011,3,1,2,3061,SC_084,19877,621,hospital_113,5500.99,987.55,S_224,MOOROOLBARK,50,0
51445,-37.79010391,145.11416630000002,46 Koolkuna Avenue,8800000,house,2009,4,2,0,1345,SC_091,20042,2779,hospital_194,1535.737,1130.76,S_188,DONCASTER,30,0
80906,-37.977321,145.19935800000002,18 Lexton Avenue,7200000,house,2015,5,2,1,1963,SC_112,19889,868,hospital_018,1145.139,1692.385,S_183,DANDENONG,51,0
30547,-37.760733,144.995913,1/38 Woolton Avenue,5810000,house,2011,2,1,1,2042,SC_103,20015,332,hospital_035,1343.112,1230.589,S_105,THORNBURY,21,0
70383,-37.871575,145.071875,9 Solway Street,16160000,house,2013,3,2,1,1880,SC_087,19838,561,hospital_108,1299.342,1879.71,S_167,ASHBURTON,23,0
26083,-37.60253906,144.93276980000002,24 Gillingham Crescent,3675000,house,2008,3,1,2,883,SC_110,40221,1176,hospital_104,4597.809,769.046,S_005,CRAIGIEBURN,46,0
59043,-37.806257,145.183744,55 Ashwood Drive,8280000,house,2016,3,1,2,1281,SC_088,19900,1412,hospital_070,1167.297,1817.693,S_202,NUNAWADING,40,0
53382,-37.82302094,145.01254269999998,48 Westbank Tce,3150000,house,2008,3,1,2,1670,SC_038,19906,693,hospital_122,1029.085,1651.022,S_102,RICHMOND,13,0
56975,-37.829885,145.074796,1/145 Prospect Hill Road,16000000,house,2011,3,2,2,1933,SC_099,19852,592,hospital_168,2652.942,629.672,S_160,CANTERBURY,28,0
81107,-37.965804999999996,145.216902,3 Boyd Ct,6734000,house,2010,3,1,2,1957,SC_112,19888,2349,hospital_048,557.483,1593.577,S_183,DANDENONG NORTH,54,0
59712,-37.806647999999996,145.187859,25 Mountfield Road,15730000,house,2016,4,2,2,1481,SC_088,19900,1135,hospital_070,723.712,2041.388,S_202,MITCHAM,40,0
67601,-37.772418,145.353709,6 Joy Court,7930000,house,2012,4,2,2,4616,SC_084,19876,1686,hospital_113,963.428,1231.566,S_081,LILYDALE,46,0
47675,-37.7940104,145.024748,1 Cremin Close,9380000,house,2011,5,3,2,2698,SC_083,19931,1598,hospital_029,426.208,1272.922,S_039,KEW,20,0
93444,-38.003582,145.08698600000002,5 Lewis Street,19740000,house,2015,4,2,2,2971,SC_003,19863,284,hospital_001,1969.861,409.969,S_119,MORDIALLOC,44,0
45969,-37.716339000000005,145.119027,22 Hoban Avenue,6016000,house,2015,3,1,3,5420,SC_009,19986,293,hospital_075,1787.061,2194.537,S_210,MONTMORENCY,40,0
55838,-37.839939,145.061695,6 Radnor Street,25700000,house,2015,5,2,2,1480,SC_099,19851,1032,hospital_168,931.48,1036.722,S_113,CAMBERWELL,30,0
59585,-37.830451000000004,145.195511,2/1 Premier Avenue,5445000,house,2010,3,2,2,2045,SC_088,19900,1203,hospital_010,1834.481,2229.073,S_202,MITCHAM,40,0
87716,-37.93478394,145.01156619999998,41 Grout Street,14720000,house,2009,3,2,2,3012,SC_046,19949,1161,hospital_036,1117.987,1056.894,S_088,HAMPTON,27,0
23026,-37.739463,144.95074,6/320 Bell Street,6090000,house,2015,2,1,1,647,SC_030,19965,1427,hospital_084,1582.52,1625.365,S_172,COBURG,28,0
8885,-37.882991,144.76363500000002,15 Gundowring Drive,2313000,house,2008,3,2,1,4002,SC_092,19924,1523,hospital_073,9351.453,2709.371,S_007,SEABROOK,31,0
31597,-37.740271,144.984589,1 James Street,6240000,house,2012,2,1,3,1934,SC_103,20012,1780,hospital_144,2052.016,979.521,S_030,PRESTON,27,0
86436,-37.923384999999996,144.99873200000002,26 Lynch Street,4224000,house,2014,3,2,2,4648,SC_046,19951,800,hospital_156,1326.6,809.67,S_009,BRIGHTON,22,0
72667,-37.860534,145.258363,1 Derby Road,6480000,house,2016,3,2,2,5469,SC_032,19870,2035,hospital_002,1187.303,1866.144,S_139,BORONIA,50,0
5362,-37.857136,144.823469,88 McIntyre Drive,5950000,house,2010,3,1,0,3796,SC_033,19926,1141,hospital_174,7298.872,1227.092,S_128,ALTONA,30,0
55631,-37.843253999999995,145.059174,4 Grace Street,31650000,house,2013,4,2,2,1730,SC_099,19912,1240,hospital_168,532.014,1286.708,S_113,CAMBERWELL,17,0
69796,-37.862596999999994,145.107944,24 Cassinia Avenue,10700000,house,2015,3,1,2,2272,SC_042,19840,1106,hospital_089,1605.86,1617.563,S_112,ASHWOOD,28,0
64714,-37.791249,145.26179199999999,6 Hannora Crescent,7047000,house,2015,3,2,2,2476,SC_022,19878,2128,hospital_164,1660.532,924.807,S_157,CROYDON,51,0
88472,-37.95542526,145.0565338,14 Dennis Street,8560000,house,2009,3,1,1,1814,SC_079,19866,1048,hospital_082,460.929,376.752,S_023,HIGHETT,37,0
45259,-37.702459999999995,145.095671,53 Lorimer Street,10160000,house,2010,2,1,1,4772,SC_062,19985,1407,hospital_075,1160.871,529.945,S_020,GREENSBOROUGH,38,0
34766,-37.721728000000006,145.01286399999998,35 Thackeray Road,11050000,house,2014,3,1,2,2032,SC_103,20010,789,hospital_139,1691.147,1789.844,S_225,RESERVOIR,32,0
26048,-37.603590000000004,144.934075,23 Langdon Crescent,4290000,house,2016,3,2,2,810,SC_110,40221,1042,hospital_104,4553.005,723.973,S_005,CRAIGIEBURN,46,0
57773,-37.809953,145.1437,2 Norway Avenue,27710000,house,2015,5,3,2,2510,SC_037,19897,1044,hospital_060,2513.265,2001.843,S_018,BLACKBURN,35,0
34443,-37.713301,145.023989,26 Clements Grove,10080000,house,2015,3,2,2,2408,SC_047,20009,1685,hospital_025,2161.672,1183.142,S_225,RESERVOIR,33,0
66660,-37.77466583,145.3271179,7 Orrong Road,6225000,house,2009,3,1,1,2107,SC_084,19877,1880,hospital_113,3292.002,1715.873,S_168,MOOROOLBARK,50,0
50538,-37.754661,145.13236,2A Heysham Way,10318000,house,2016,3,2,1,3045,SC_091,19986,3792,hospital_193,2548.339,2675.419,S_046,TEMPLESTOWE,40,0
82242,-37.99717331,145.2282105,5 Claredale Road,1960000,house,2009,3,1,0,1405,SC_117,19888,2161,hospital_119,1507.312,1591.41,S_184,DOVETON,54,0
65384,-37.808886,145.319218,45 Geoffrey Drive,5500000,house,2014,3,1,2,4122,SC_022,19877,2336,hospital_113,5841.516,1164.382,S_224,KILSYTH,50,0
81885,-37.98572922,145.24139399999999,19 WARATAH ST,2080000,house,2009,3,1,2,1939,SC_077,19888,3547,hospital_119,2497.334,1974.388,S_195,DOVETON,54,0
69173,-37.847840000000005,145.03942,46 Milton Parade,5148000,house,2014,4,2,2,2533,SC_083,19911,293,hospital_183,1442.615,1623.271,S_235,MALVERN,15,0
15633,-37.735509,144.884882,25 Haldane Road,7800000,house,2010,3,1,1,1963,SC_010,20037,3955,hospital_184,2331.265,1411.546,S_198,NIDDRIE,21,0
29232,-37.777454,144.99493999999999,106 Charles Street,9270000,house,2016,3,1,1,3540,SC_103,20017,222,hospital_035,1955.153,2545.858,S_060,NORTHCOTE,18,0
59113,-37.80706,145.173463,7 Van Dieman Avenue,7504000,house,2010,3,2,2,1147,SC_002,19899,1248,hospital_034,1524.283,1570.041,S_202,NUNAWADING,37,0
69782,-37.86103058,145.0964508,23 Carlyle Street,7840000,house,2009,4,1,1,1588,SC_042,19839,1380,hospital_089,416.727,577.71,S_112,ASHWOOD,26,0
30113,-37.7631,144.993213,45 Gadd Street,25440000,house,2015,4,2,0,2355,SC_103,20015,437,hospital_035,1628.994,1596.242,S_105,NORTHCOTE,21,0
43386,-37.713596,145.077016,1 Kenmare Street,6936000,house,2016,2,1,1,3963,SC_017,19984,792,hospital_037,2447.531,2691.357,S_020,WATSONIA,34,0
11826,-37.711784,144.812352,35 Burrowye Crescent,7515000,house,2016,4,3,2,1516,SC_107,20001,2613,hospital_057,4437.675,1774.296,S_222,KEILOR,36,0
90425,-37.957156,145.047564,28 Siede Court,7650000,house,2011,4,3,2,1029,SC_079,19872,1018,hospital_082,1071.78,942.683,S_023,CHELTENHAM,40,0
72783,-37.856218,145.29267,1/51 Elsie Street,4810000,house,2011,3,1,1,3901,SC_049,19869,1000,hospital_049,1253.085,911.714,S_146,BORONIA,53,0
81040,-37.971123,145.215302,23 Suzanne Street,3040000,house,2012,3,1,2,1460,SC_112,19888,1831,hospital_048,247.383,1083.012,S_183,DANDENONG,54,0
67106,-37.740988,145.349896,17 Glencoe Place,7650000,house,2013,3,2,2,4301,SC_084,19876,1353,hospital_151,1301.173,1557.898,S_233,LILYDALE,46,0
68481,-37.852475,145.019902,32 Glassford Street,23790000,house,2015,3,2,1,1691,SC_038,19945,368,hospital_132,1235.634,1225.837,S_235,ARMADALE,24,0
93779,-37.99661636,145.09407040000002,99 Chute Street,8360000,house,2009,3,1,1,2392,SC_003,19863,1156,hospital_001,2426.253,1329.344,S_119,MORDIALLOC,44,0
39914,-37.702119,145.059471,19A Doidge Street,6780000,house,2014,3,1,1,4645,SC_047,19983,2432,hospital_037,245.584,600.66,S_155,BUNDOORA,31,0
39252,-37.754328,145.042217,9 Lime Court,6700000,house,2015,3,1,1,1240,SC_001,19933,1376,hospital_090,974.558,1271.341,S_219,BELLFIELD,23,0
23989,-37.693918,144.965204,14 Birchwood Street,7490000,house,2016,3,2,2,3889,SC_030,19961,936,hospital_139,4245.538,869.331,S_161,FAWKNER,35,0
33219,-37.743041999999996,144.998614,80 St Georges Road,6380000,house,2014,3,2,0,487,SC_103,20013,287,hospital_035,2082.999,714.939,S_084,PRESTON,25,0
25737,-37.578616,144.933271,19 Bowral Loop,5278000,house,2015,3,2,2,1474,SC_005,40221,2392,hospital_104,6720.95,1404.008,S_178,CRAIGIEBURN,46,0
18479,-37.672762,144.93418400000002,22 Mcivor Street,4900000,house,2013,3,1,1,2407,SC_072,44817,1402,hospital_104,2527.757,1477.275,S_153,DALLAS,40,0
24009,-37.714065999999995,144.966548,14 Yungera Street,7232000,house,2010,3,1,3,2477,SC_030,19962,670,hospital_139,3522.212,2364.968,S_030,FAWKNER,33,0
92209,-37.985122,145.058849,3 Plummer Court,3110000,house,2016,4,2,2,3598,SC_003,19865,763,hospital_055,890.01,514.264,S_011,MENTONE,39,0
10719,-37.785393,144.926374,6 Kiama Road,7250000,house,2012,3,1,0,1172,SC_011,20040,339,hospital_114,948.866,233.559,S_086,FLEMINGTON,15,0
73261,-37.865827,145.30051799999998,21 Hansen Road,10080000,house,2012,5,2,2,2753,SC_049,19868,1566,hospital_049,2004.36,1653.612,S_146,BORONIA,55,0
53114,-37.825121,145.00699699999998,352 Burnley Street,4743000,house,2013,4,3,2,1416,SC_038,19906,231,hospital_122,598.051,1395.421,S_102,RICHMOND,13,0
40733,-37.705433,145.055935,5 Avon Court,5976000,house,2012,4,2,2,4154,SC_047,19983,2385,hospital_037,366.844,625.914,S_155,BUNDOORA,31,0
5733,-37.77968597,144.8506775,333 Ballarat Road,3300000,house,2009,3,2,2,1753,SC_043,20021,2139,hospital_174,2028.998,1752.713,S_149,BRAYBROOK,26,0
31199,-37.761899,145.004386,37 Fenwick Street,18750000,house,2016,4,1,2,2053,SC_103,20015,840,hospital_035,396.059,990.977,S_105,THORNBURY,21,0
28206,-37.801711,144.976558,259 Fitzroy Street,19350000,house,2015,3,1,0,1189,SC_008,19843,944,hospital_129,563.036,362.776,S_200,FITZROY,7,0
96521,-38.01260757,145.28324890000002,149 Hinrichsen Drive,5134000,house,2009,3,2,0,3949,SC_077,19885,1571,hospital_069,2962.856,1979.631,S_087,HALLAM,48,0
77745,-37.92833710000001,145.14949040000002,2229 Dandenong Road,3000000,house,2009,3,2,1,4532,SC_073,19914,1506,hospital_065,3225.057,2309.048,S_075,MULGRAVE,42,0
1773,-37.811519,144.881411,135 Empress Avenue,9350000,house,2012,3,1,1,2748,SC_043,20023,986,hospital_056,1756.934,2091.986,S_201,KINGSVILLE,20,0
65227,-37.80831146,145.3091431,21 Lena Grove,2480000,house,2008,3,1,2,3022,SC_022,19877,2187,hospital_049,5773.967,580.627,S_224,KILSYTH,50,0
78635,-37.936178000000005,145.14783799999998,1-4/55 Glendale Road,6880500,house,2014,4,3,2,5047,SC_073,19914,1024,hospital_076,3308.07,1635.457,S_075,SPRINGVALE,42,0
62249,-37.810134999999995,145.21823,7 Poynton Avenue,9230000,house,2014,4,2,2,1202,SC_032,19901,1004,hospital_010,2686.274,1183.002,S_040,RINGWOOD,41,0
86913,-37.890515,144.99682099999998,59 Murphy St,9450000,house,2016,4,2,2,2679,SC_015,19954,694,hospital_116,1466.622,1070.873,S_193,BRIGHTON,17,0
13519,-37.70059204,144.7683258,8 Steamtrain Close,3510000,house,2008,3,2,2,4192,SC_048,20000,654,hospital_057,7489.973,894.243,S_094,SYDENHAM,39,0
91280,-37.979655,145.043847,148 Pellatt Street,12960000,house,2015,4,2,2,2802,SC_079,19866,1682,hospital_055,914.277,2076.03,S_011,BEAUMARIS,37,0
23950,-37.6941185,144.9642792,12 Shaw Street,4380000,house,2009,2,1,1,3829,SC_030,19961,848,hospital_139,4325.467,788.898,S_161,FAWKNER,35,0
89753,-37.95897,145.04473000000002,1 MUNRO AVENUE,9000000,house,2011,3,1,1,986,SC_079,19872,1013,hospital_082,1350.735,985.741,S_069,CHELTENHAM,40,0
24367,-37.69377518,144.9596558,37A Palmer Street,5168000,house,2009,2,1,1,3677,SC_030,19961,635,hospital_139,4793.707,416.525,S_161,FAWKNER,35,0
23821,-37.638588,144.905181,9 Cramond Place,7800000,house,2011,4,3,2,2196,SC_072,44817,3093,hospital_104,2023.139,2597.567,S_211,GREENVALE,40,0
60578,-37.836559,145.190653,2/433 Canterbury Road,5445000,house,2013,3,2,2,2000,SC_088,19900,1702,hospital_010,2416.608,1979.292,S_202,VERMONT,40,0
68671,-37.864832,145.02600800000002,8 Railway Avenue,13260000,house,2014,3,1,1,2144,SC_023,19944,388,hospital_092,243.054,177.949,S_013,ARMADALE,20,0
52911,-37.820372,144.991433,29 Rowena Parade,5865000,house,2010,2,1,0,2223,SC_068,19908,366,hospital_173,298.468,1084.896,S_076,RICHMOND,11,0
26073,-37.592938000000004,144.918026,24 Brunswick Crescent,5820000,house,2015,4,3,2,467,SC_016,40221,2930,hospital_104,5268.314,1780.81,S_178,CRAIGIEBURN,46,0
68390,-37.859988,145.02699199999998,23 Barkly Avenue,37570000,house,2015,3,2,1,2304,SC_023,19944,626,hospital_092,385.464,215.393,S_235,ARMADALE,20,0
61614,-37.811585,145.232282,24 Pratt Street,12750000,house,2012,3,1,0,400,SC_032,19902,539,hospital_105,1202.252,187.998,S_190,RINGWOOD,43,0
65724,-37.787784,145.32961699999998,126 Pembroke Road,12818000,house,2016,4,2,2,3226,SC_084,19877,1936,hospital_113,3665.272,2515.344,S_224,MOOROOLBARK,50,0
84892,-37.87811,144.979314,342 Barkly Street,7480000,house,2010,2,1,2,873,SC_015,19956,1765,hospital_103,2101.681,880.282,S_017,ELWOOD,13,0
67933,-37.84711456,145.0130158,2 Millicent Avenue,20570000,house,2008,4,2,2,798,SC_038,19946,348,hospital_132,787.219,814.437,S_102,TOORAK,23,0
50947,-37.785239000000004,145.13976100000002,1a Nathan Street,4732000,house,2013,3,2,2,1542,SC_091,19897,3248,hospital_194,2940.795,1761.826,S_188,DONCASTER,35,0
41281,-37.71591,145.035899,9 Niblick Street,3950000,house,2007,4,1,0,2157,SC_047,20009,3026,hospital_025,815.574,1144.94,S_225,KINGSBURY,33,0
27858,-37.5737911,144.92370780000002,87 Cradle Mountain Drive,4355000,house,2013,3,2,2,369,SC_005,40221,3360,hospital_104,7015.597,2168.521,S_178,CRAIGIEBURN,46,0
89779,-37.970684999999996,145.06114,1/1280 Nepean Highway,4280000,house,2014,2,1,1,2976,SC_079,19866,820,hospital_082,1050.113,1003.014,S_011,CHELTENHAM,37,0
41228,-37.703277,145.07646200000002,86 Gleeson Drive,5520000,house,2016,3,1,1,4816,SC_062,19984,1076,hospital_041,1851.098,2440.679,S_155,BUNDOORA,34,0
2946,-37.815207,144.868504,172 Roberts Street,10985000,house,2013,4,2,2,2111,SC_043,20022,1579,hospital_056,2813.952,2110.389,S_149,YARRAVILLE,22,0
8418,-37.764241999999996,144.79248,31 Kingsbridge Circuit,8710000,house,2015,4,2,2,3748,SC_107,20002,1954,hospital_057,2474.838,601.069,S_159,CAIRNLEA,33,0
96533,-38.001512,145.287734,15 Sirens Place,6160000,house,2011,3,2,3,4156,SC_115,19885,2490,hospital_069,3272.264,2013.6,S_087,HALLAM,48,0
51867,-37.801806,145.172298,27 Darvall Street,10400000,house,2010,3,2,2,1608,SC_002,19899,1742,hospital_034,1045.543,2066.495,S_202,DONVALE,37,0
30946,-37.754979,144.985206,210 Harold Street,10356000,house,2012,3,2,1,2333,SC_103,20014,1488,hospital_144,1498.799,2081.74,S_105,THORNBURY,23,0
21607,-37.776193,144.94753799999998,875 Park Street,14400000,house,2013,5,3,2,3540,SC_011,19970,699,hospital_102,471.682,1505.021,S_074,BRUNSWICK WEST,18,0
60610,-37.840959000000005,145.190606,23B Terrara Road,28220000,house,2015,4,2,2,2327,SC_088,19900,2103,hospital_010,2815.107,2234.32,S_202,VERMONT,40,0
39513,-37.69834,145.075124,115 Cameron Parade,8606000,house,2015,3,1,1,4413,SC_062,19984,1503,hospital_041,1494.179,2255.969,S_155,BUNDOORA,34,0
97049,-38.000499,145.283876,8 Marnie Pl,3825000,house,2015,4,2,2,3983,SC_077,19885,2225,hospital_069,3621.215,2064.507,S_212,HALLAM,48,0
7816,-37.77592087,144.80245969999999,28 Verdant Avenue,3870000,house,2009,3,1,1,3512,SC_102,20003,1853,hospital_057,1940.799,2011.861,S_130,ARDEER,31,0
23612,-37.646397,144.90336100000002,37 Kirkham Drive,4095000,house,2012,4,2,2,2136,SC_072,44817,2855,hospital_104,1938.604,2464.896,S_211,GREENVALE,40,0
26791,-37.587563,144.933322,4 Heathwood Close,3620000,house,2016,3,1,1,1209,SC_110,40221,1710,hospital_104,5928.444,591.322,S_178,CRAIGIEBURN,46,0
76635,-37.909411,145.127652,19 Woodside Avenue,6600000,house,2015,3,2,1,4898,SC_096,19915,1604,hospital_065,1052.589,1813.661,S_169,CLAYTON,39,0
78189,-37.925432,145.189882,54 Waverley Park Drive,15600000,house,2016,4,2,2,1806,SC_073,19890,4083,hospital_161,2853.22,978.872,S_067,MULGRAVE,49,0
14228,-37.759334,144.89723700000002,3 Brunel Street,10100000,house,2016,4,1,1,1556,SC_085,20037,2132,hospital_068,1727.944,1545.166,S_049,ABERFELDIE,21,0
26785,-37.607069,144.91752,4 Golfview Drive,8055000,house,2014,5,3,2,1357,SC_016,40221,2912,hospital_104,3987.365,2187.006,S_178,CRAIGIEBURN,46,0
96179,-37.91211319,145.0385284,71 Bent Street,9450000,house,2008,3,1,2,2499,SC_046,19940,167,hospital_110,1920.122,784.913,S_107,MCKINNON,36,0
39918,-37.701974,145.061513,1B Decathlon Street,7327000,house,2011,2,1,1,4816,SC_047,19983,2352,hospital_037,471.146,798.581,S_155,BUNDOORA,31,0
5515,-37.79517,144.85196299999998,14 Opal Terrace,7535000,house,2015,4,2,2,1072,SC_043,20022,1278,hospital_174,2685.723,1071.596,S_149,BRAYBROOK,22,0
45420,-37.712028000000004,145.09911499999998,7 Kell Street,8280000,house,2013,3,2,2,4960,SC_009,19985,1256,hospital_075,980.587,677.868,S_020,GREENSBOROUGH,38,0
95854,-37.913616999999995,145.038051,49 Bent Street,15080000,house,2015,4,2,2,2361,SC_046,19940,303,hospital_110,1778.706,703.102,S_107,BENTLEIGH,36,0
85408,-37.88271332,145.012558,22 Leslie Street,10430000,house,2009,2,1,1,3426,SC_023,19954,1311,hospital_080,357.496,828.1,S_193,ELSTERNWICK,17,0
70007,-37.862474,145.09753,38 Edmonds Avenue,10560000,house,2013,3,1,2,1514,SC_042,19839,1331,hospital_089,594.65,554.409,S_112,ASHWOOD,26,0
90669,-37.965129,145.075329,4 Kimpton Street,5850000,house,2012,3,2,3,1624,SC_003,19865,1901,hospital_109,238.72,1741.545,S_003,CHELTENHAM,39,0
47646,-37.696521000000004,145.15993899999998,92 Zig Zag Road,5920000,house,2013,4,2,2,2088,SC_051,19987,2059,hospital_075,6070.278,1702.028,S_194,ELTHAM,44,0
14720,-37.750676,144.915565,69 Brewster Street,8200000,house,2014,3,2,1,1884,SC_082,20037,491,hospital_184,1394.932,797.968,S_197,ESSENDON,21,0
68543,-37.8509407,145.0176392,45 Rose Street,11550000,house,2008,3,1,0,1409,SC_038,19946,416,hospital_132,1016.821,1402.328,S_115,ARMADALE,23,0
79114,-37.961837,145.161013,44 Peter Street,12410000,house,2016,3,2,2,3138,SC_057,19891,527,hospital_124,2070.754,1295.617,S_075,SPRINGVALE,46,0
93814,-38.066133,145.13579099999998,125 La Perouse Blvd,8850000,house,2011,4,2,2,5582,SC_070,19858,1690,hospital_043,7542.425,2463.067,S_077,BONBEACH,39,0
47624,-37.73227,145.145037,9 Leonard Crescent,9396000,house,2015,4,2,1,5437,SC_091,19987,1738,hospital_193,4996.034,2138.072,S_194,ELTHAM,44,0
89413,-37.95637,145.00856399999998,28 Cowper Street,21300000,house,2011,3,3,2,3655,SC_046,19948,708,hospital_058,1236.326,1810.729,S_214,SANDRINGHAM,29,0
52357,-37.831685,144.998712,145 Brighton Street,13530000,house,2012,3,2,2,1313,SC_024,19907,516,hospital_196,638.71,1322.62,S_102,RICHMOND,6,0
95492,-37.929819,145.043603,30 McKittrick Road,7245000,house,2013,3,1,2,1060,SC_046,19937,869,hospital_110,813.493,953.455,S_107,BENTLEIGH,38,0
6789,-37.78365326,144.8395844,5 McCracken Street,4930000,house,2008,3,1,1,680,SC_102,20021,869,hospital_174,955.074,745.302,S_080,SUNSHINE,26,0
44947,-37.71928787,145.1040802,35 Elonera Avenue,6045000,house,2009,3,2,2,4444,SC_009,19985,1475,hospital_075,1307.861,1405.378,S_020,GREENSBOROUGH,38,0
73217,-37.859832,145.294228,2/32 Albert Avenue,5312000,house,2013,2,1,1,3528,SC_049,19869,1097,hospital_049,1306.985,937.156,S_146,BORONIA,53,0
76586,-37.91415405,145.12162780000003,1462 North Road,8476000,house,2009,3,1,1,4748,SC_042,19915,969,hospital_065,384.628,1127.161,S_169,CLAYTON,39,0
22809,-37.750921000000005,144.948816,43 Donne Street,11830000,house,2011,4,1,3,1694,SC_030,19966,1484,hospital_084,1104.76,2012.682,S_172,COBURG,26,0
58447,-37.805878,145.184929,1/30 Winchester Road,5940000,house,2011,3,1,1,1366,SC_088,19900,1358,hospital_070,1052.725,1911.9,S_202,NUNAWADING,40,0
83932,-37.850767,144.99655800000002,36 Regent Street,4708000,house,2013,2,1,0,459,SC_066,19957,697,hospital_097,315.498,1000.731,S_115,PRAHRAN,11,0
66351,-37.777665,145.324272,4 Landara Court,7345000,house,2016,3,2,1,2125,SC_084,19877,1472,hospital_113,3688.169,1817.488,S_168,MOOROOLBARK,50,0
70019,-37.871215,145.107825,39 Teck Street,15470000,house,2015,3,1,0,1901,SC_042,19840,522,hospital_089,1974.983,1625.318,S_112,ASHWOOD,28,0
70117,-37.8724556,145.1063995,47 Salisbury Road,9520000,house,2009,3,1,1,1717,SC_042,19840,642,hospital_089,1934.128,1510.453,S_112,ASHWOOD,28,0
44246,-37.709095,145.096465,131 Nell Street,6976000,house,2011,3,1,3,5188,SC_009,19985,1393,hospital_075,1107.439,567.475,S_020,GREENSBOROUGH,38,0
53667,-37.815759,144.993113,7 Bowen Street,16000000,house,2016,3,2,1,2349,SC_068,19978,202,hospital_173,174.614,624.765,S_076,RICHMOND,7,0
30622,-37.75738,145.009018,114 Mansfield Street,7720000,house,2010,3,1,1,1804,SC_103,20014,1182,hospital_035,520.999,831.028,S_105,THORNBURY,23,0
21746,-37.736018,144.958254,10 Higinbotham Street,13260000,house,2010,3,1,1,963,SC_030,19964,559,hospital_084,1647.687,931.374,S_172,COBURG,30,0
30336,-37.77058411,144.99594119999998,7 Claude Street,7384000,house,2009,2,1,0,2905,SC_103,20016,99,hospital_035,1498.582,1974.511,S_105,NORTHCOTE,20,0
41936,-37.74703,145.077548,25 Rhonda Street,10284000,house,2014,4,3,1,1282,SC_017,19936,1325,hospital_066,1908.503,1501.925,S_100,ROSANNA,28,0
13606,-37.754976,144.900668,1 Aberdeen Crescent,10875000,house,2011,3,1,1,1988,SC_082,20037,1731,hospital_184,1254.367,1447.08,S_197,ESSENDON,21,0
64176,-37.77065,145.29638400000002,3 Karnak Close,11050000,house,2016,4,2,2,2264,SC_084,19877,2201,hospital_164,5669.847,2256.201,S_058,CROYDON,50,0
37834,-37.63883,145.05188700000002,9 Dransfield Way,3160000,house,2010,3,2,2,3921,SC_062,45795,1932,hospital_053,4107.972,2686.852,S_083,EPPING,46,0
94178,-38.07454,145.126826,29 McLeod Road,8232000,house,2014,4,2,2,6320,SC_070,19858,492,hospital_043,6974.518,2209.947,S_077,CARRUM,39,0
61356,-37.772290000000005,145.245956,16 Highfield Avenue,9100000,house,2014,4,2,2,4163,SC_032,19879,3659,hospital_164,3416.964,2495.081,S_157,WARRANWOOD,46,0
54741,-37.817977,145.017393,8-10 Grattan Street,4450000,house,2015,4,3,2,2038,SC_083,19905,706,hospital_032,1184.246,1872.718,S_039,HAWTHORN,19,0
96825,-38.001886999999996,145.287076,4 Sirens Place,4104000,house,2015,4,2,2,4216,SC_115,19885,2411,hospital_069,3291.436,2043.471,S_087,HALLAM,48,0
79751,-37.98486328,145.1855316,16 Orloff Street,3350000,house,2009,3,1,1,1536,SC_057,19889,906,hospital_124,1489.514,1637.374,S_079,KEYSBOROUGH,51,0
26238,-37.57143,144.91712900000002,28 Bridgehaven Drive,7310000,house,2015,4,2,2,468,SC_005,40221,4021,hospital_104,7230.099,2784.762,S_178,CRAIGIEBURN,46,0
